reviewId;review;sentiment_classification;gender;location;date
263;So far, switching devices can occasionally be inconsistent. It ends up feeling repetitive.;negative;male;La Paz, Bolivia;2024-06-08
264;I’d say the app behaves differently across platforms. It makes the app feel less reliable.;negative;male;Christchurch, New Zealand;2025-04-19
265;For me, ads in the free version are disruptive.;negative;male;Busan, South Korea;2022-07-01
266;One issue is that social features feel limited.;negative;male;Denver, United States;2024-04-18
267;One issue is that some songs or albums are missing. It makes it harder to discover music.;negative;male;Harare, Zimbabwe;2023-02-28
268;For me, playback can lag or buffer sometimes.;negative;male;Lusaka, Zambia;2022-10-21
269;What bothers me is that the recommendations are not always accurate. It ends up feeling repetitive.;negative;male;Casablanca, Morocco;2022-12-14
270;I wanted to like it, but it’s hard to discover truly new music sometimes. It ends up feeling repetitive.;negative;male;Windhoek, Namibia;2022-11-26
271;I wanted to like it, but the app can feel cluttered. It makes the app feel less reliable.;negative;male;Doha, Qatar;2022-06-21
272;Personally, personalized playlists sometimes repeat the same songs. It makes the app harder to enjoy.;negative;male;Denver, United States;2024-01-17
273;In my experience, switching devices can occasionally be inconsistent.;negative;male;Abuja, Nigeria;2023-01-20
274;Personally, the app behaves differently across platforms. That part could definitely be improved.;negative;female;Christchurch, New Zealand;2025-11-11
275;Personally, ads in the free version are disruptive. It gets frustrating after a while.;negative;male;Dallas, United States;2024-05-01
276;The main problem is that social features feel limited. It makes the app harder to enjoy.;negative;male;Birmingham, United Kingdom;2021-11-08
277;In my experience, some songs or albums are missing. It ends up feeling repetitive.;negative;male;Algiers, Algeria;2023-01-13
278;One issue is that playback can lag or buffer sometimes.;negative;male;Dubai, United Arab Emirates;2022-08-09
279;The main problem is that the recommendations are not always accurate. It gets frustrating after a while.;negative;male;Santiago, Chile;2024-12-13
280;In my experience, it’s hard to discover truly new music sometimes.;negative;male;Suva, Fiji;2025-05-18
281;I’d say the app can feel cluttered. That part could definitely be improved.;negative;female;Sydney, Australia;2025-07-02
282;For me, personalized playlists sometimes repeat the same songs.;negative;male;Los Angeles, United States;2024-04-03
283;Personally, switching devices can occasionally be inconsistent. It ends up feeling repetitive.;negative;male;Ho Chi Minh City, Vietnam;2022-03-24
284;For me, the app behaves differently across platforms. It makes it harder to discover music.;negative;male;Taipei, Taiwan;2022-02-18
285;Personally, ads in the free version are disruptive. That part could definitely be improved.;negative;male;Canberra, Australia;2025-04-01
286;In my experience, social features feel limited. It makes the app harder to enjoy.;negative;male;Quebec City, Canada;2023-07-23
287;I’d say some songs or albums are missing. It gets frustrating after a while.;negative;male;Cali, Colombia;2024-12-22
288;Honestly, playback can lag or buffer sometimes. It gets frustrating after a while.;negative;male;New York, United States;2023-10-15
289;What bothers me is that the recommendations are not always accurate.;negative;male;Medellín, Colombia;2024-08-14
290;What bothers me is that it’s hard to discover truly new music sometimes.;negative;male;Marrakesh, Morocco;2023-07-06
291;One issue is that the app can feel cluttered. It makes it harder to discover music.;negative;male;Rosario, Argentina;2024-10-24
292;I wanted to like it, but personalized playlists sometimes repeat the same songs. It ends up feeling repetitive.;negative;male;New York, United States;2023-10-08
293;What bothers me is that switching devices can occasionally be inconsistent. That part could definitely be improved.;negative;male;Harare, Zimbabwe;2023-03-28
294;I wanted to like it, but the app behaves differently across platforms. It makes it harder to discover music.;negative;male;Phuket, Thailand;2022-08-07
295;One issue is that ads in the free version are disruptive. It gets frustrating after a while.;negative;male;Valencia, Spain;2021-03-07
296;I’d say social features feel limited. It makes the app feel less reliable.;negative;male;Algiers, Algeria;2022-10-13
297;I wanted to like it, but some songs or albums are missing. It ends up feeling repetitive.;negative;male;Geneva, Switzerland;2021-03-29
298;Personally, playback can lag or buffer sometimes. It makes it harder to discover music.;negative;female;Queenstown, New Zealand;2025-11-28
299;The main problem is that the recommendations are not always accurate. That part could definitely be improved.;negative;male;Hamburg, Germany;2021-10-07
300;The main problem is that it’s hard to discover truly new music sometimes. It gets frustrating after a while.;negative;male;Salvador, Brazil;2025-01-09
301;What bothers me is that the app can feel cluttered. It makes it harder to discover music.;negative;male;Hobart, Australia;2025-05-08
302;One issue is that personalized playlists sometimes repeat the same songs. It makes it harder to discover music.;negative;male;Fortaleza, Brazil;2024-05-21
303;I’d say switching devices can occasionally be inconsistent. It makes the app harder to enjoy.;negative;male;Monterrey, Mexico;2023-10-10
304;What bothers me is that the app behaves differently across platforms. It ends up feeling repetitive.;negative;male;Berlin, Germany;2021-08-29
305;What bothers me is that ads in the free version are disruptive. It disrupts the experience.;negative;male;Marrakesh, Morocco;2023-03-30
306;Honestly, social features feel limited. It makes the app harder to enjoy.;negative;male;Doha, Qatar;2022-08-12
307;For me, some songs or albums are missing. That part could definitely be improved.;negative;male;Hanoi, Vietnam;2021-12-28
308;One issue is that playback can lag or buffer sometimes. It makes the app harder to enjoy.;negative;male;Toronto, Canada;2023-11-22
309;For me, the recommendations are not always accurate. It makes the app feel less reliable.;negative;male;Mumbai, India;2022-06-11
310;I’d say it’s hard to discover truly new music sometimes.;negative;female;Adelaide, Australia;2025-07-25
311;In my experience, the app can feel cluttered. It ends up feeling repetitive.;negative;female;Suva, Fiji;2025-07-13
312;For me, personalized playlists sometimes repeat the same songs. It makes the app feel less reliable.;negative;male;Mumbai, India;2022-02-27
313;So far, switching devices can occasionally be inconsistent. It disrupts the experience.;negative;male;Lisbon, Portugal;2021-05-27
314;I wanted to like it, but the app behaves differently across platforms. It makes the app harder to enjoy.;negative;male;Geneva, Switzerland;2021-10-29
315;Honestly, ads in the free version are disruptive.;negative;male;Cape Town, South Africa;2023-05-31
316;What bothers me is that social features feel limited. It makes it harder to discover music.;negative;male;Fortaleza, Brazil;2024-08-05
317;One issue is that some songs or albums are missing.;negative;male;Marseille, France;2021-11-26
318;One issue is that playback can lag or buffer sometimes. It makes the app feel less reliable.;negative;male;Jeddah, Saudi Arabia;2022-02-10
319;In my experience, the recommendations are not always accurate. It gets frustrating after a while.;negative;male;Gold Coast, Australia;2025-03-25
320;So far, it’s hard to discover truly new music sometimes. That part could definitely be improved.;negative;male;Lusaka, Zambia;2022-12-24
321;The main problem is that the app can feel cluttered. It makes it harder to discover music.;negative;male;Houston, United States;2024-01-07
322;I wanted to like it, but personalized playlists sometimes repeat the same songs. It makes the app harder to enjoy.;negative;male;Guangzhou, China;2022-01-14
323;One issue is that switching devices can occasionally be inconsistent. It makes the app harder to enjoy.;negative;male;Rome, Italy;2021-05-10
324;For me, the app behaves differently across platforms. It makes the app harder to enjoy.;negative;male;Rabat, Morocco;2023-06-30
325;What bothers me is that ads in the free version are disruptive. It gets frustrating after a while.;negative;male;Tripoli, Libya;2023-04-18
326;Honestly, social features feel limited. It disrupts the experience.;negative;male;Warsaw, Poland;2021-08-14
327;One issue is that some songs or albums are missing. It makes the app harder to enjoy.;negative;male;San Francisco, United States;2024-01-16
328;I wanted to like it, but playback can lag or buffer sometimes. It gets frustrating after a while.;negative;male;San Antonio, United States;2023-08-22
329;I’d say the recommendations are not always accurate. It makes the app feel less reliable.;negative;male;Jacksonville, United States;2024-03-17
330;So far, it’s hard to discover truly new music sometimes. That part could definitely be improved.;negative;male;Zurich, Switzerland;2021-07-29
331;So far, the app can feel cluttered. It ends up feeling repetitive.;negative;male;Caracas, Venezuela;2024-09-17
