review;sentiment_classification;Topico_Dominante;Porcentaje_Similitud
decent enough, a bit over priced for American society being barely able to afford necessities considering your service is a luxury. thank you for the brief discount for music that has profited for so long.;positive;4;35.20000076293945%
Spotify is the best;positive;0;72.16999816894531%
ads are the problem nothing else ,Good;positive;4;64.25%
ok for songs;positive;2;39.15999984741211%
The would be better if it had LESS Ads;positive;1;43.34000015258789%
I've had this app for years and paid for the premium, but since the last update it doesn't automatically start playing when I'm driving and connected. I have to go into the app now and click play, which kind of defeats the hands free safety feature since I have to then pick up my phone, go into the app, and click play while driving. Before the update it would just automatically play where you left off as soon as you turned your radio system on. Hopefully there's an update to fix this soon.;positive;1;51.310001373291016%
best app for music.....top notch recommendations even u get recommendation of many superb songs of many underrated singers.... only one thing i suggest to Spotify...pls song quality should be little bit better for free users...;positive;1;21.0%
Honestly a great app but if you don't have premium it can be one of the most annoying apps on google play. That is also why i cracked it and now i enjoy all the premium benefits without paying 8€.;positive;1;48.88999938964844%
I'm happy with what this app gives , my only problem is when I don't have internet or when internet is slow , it does not instantly load all the downloaded songs instead it waits for the internet to load those songs , only when I turn off the internet i am able to instantly load those downloaded songs .;positive;2;89.33000183105469%
Very good. Just a bit expensive for premium and smart shuffle is pretty dumb since it keeps on reccomending tracks i dont like even if I say that I dont like it. That I added 1 slowed song doesn't mean i suddenly need to have my playlist full off it. The buttons and functions are pretty good and easy to navigate. i wish though you could make parts of your playlist a group like in the offline backup playlist. Very good app though. Only failed me once.;positive;1;42.75%
ok;positive;3;58.33000183105469%
100 % music;positive;0;58.189998626708984%
nice songs but have too much adds;positive;2;63.2400016784668%
Give us an option to get rid of that bottom create button in the latest update. I don't use spotify to create all the time and keep hitting it instead of library. there was nothing wrong with the old layout of buttons;positive;1;77.87000274658203%
good;positive;4;58.33000183105469%
me gusta. pero no le doy 5 estrellas porque no tiene opcion de eliminar contenido q a lo mejor no te gusta. Pero que te metiste por ver y ahora te aparece.;positive;3;90.73999786376953%
nice app for listening song 👍;positive;2;54.689998626708984%
"Your new update is really annoying and stupid. earlier when I played a song there were recommendations in queue and in that I had options of sorting with preference and also had the option of ""removing selected songs from recommendations"" but now I can't just can't remove any song form the queue which I don't like, then why the hell I'm paying for premium. have you lost a common sense of simple nature of like and dislike of music of us. this new update is really annoying.";positive;1;60.029998779296875%
this is a really good app but It takes kinda long for installing process;positive;4;69.83999633789062%
suuuuuuuuuuuuu!!!!!! very nice app but I cut 1 star because it has ads;positive;3;36.40999984741211%
The app keeps crashing and closing on my mobile, IQOO Neo 7.;positive;2;45.52000045776367%
Only good music app;positive;0;49.18000030517578%
good;positive;4;58.33000183105469%
I want Spotify premium for freee;positive;1;79.11000061035156%
cool music;positive;0;72.18000030517578%
mind relief;positive;2;58.279998779296875%
it's a really a good App but just there is one thing that is they don't repeat song Once a day;positive;2;68.04000091552734%
why not;positive;0;16.670000076293945%
cool;positive;0;58.33000183105469%
vary nice;positive;3;58.33000183105469%
great to use!;positive;5;72.05000305175781%
remove the create thing on the navigation bar;positive;2;62.459999084472656%
i love spotify soo much 💓!! i always listen songs in my free time and vibe all alone😅😁 !! its sooo like my emotions rn 👌❤️!! it just completely changed my life fr ngl ..🌏️🎀 but rn i can't listen songs in it cus i hsve to pay for listening song soo i give it a 4 star rating 💐!! love it !!😊💗;positive;1;49.95000076293945%
brilliant music app;positive;3;79.05000305175781%
It's amazing.;positive;0;58.33000183105469%
yall are good but common you charging us for skips;positive;1;43.369998931884766%
Of late my spotify just randomly stops or switch songs on its own and I can't open the app without an internet connection And I think when we download songs it'd be cool if they're lyrics too;positive;2;44.91999816894531%
Wunderbar;positive;0;16.670000076293945%
good;positive;4;58.33000183105469%
The very best. However, for the lyrics, could you add a function that lets one translate lyrics in foreign languages such as Korean to English language. That would be so helpful, thanks. I'll come back to give it a five star when this is implemented.;positive;2;49.470001220703125%
A very functional app with high quality music, also offers a good premium service, a bit expensive but worth it, the only thing i would recommend was adding a darker theme for the users that got a phone with an OLED screen.;positive;2;43.20000076293945%
Good experience;positive;4;72.05000305175781%
I have Spotify premium, and I love this app and I use it every day, but I've been having problems with it lately. it keeps playing the same genre of music over and over again. Even when I'm my sleep playlist, it plays rock music. I can't make it stop playing rock music no matter what. I play different playlists, and it plays songs that aren't even in the playlist. it done this before where it got stuck, just non-stop playing my gospel music. contemporary fix if you uninstall it and reinstall it.;positive;2;60.369998931884766%
